area,area_type,occupation,tot_emp,emp_prse,h_mean,a_mean,h_pct10,h_median,h_pct90,a_pct10,a_median,a_pct90
A34,2,"Metal Workers and Plastic Workers, All Other",420,23.8,16.12,33530,9.73,14.62,23.76,20250,30410,49430
A34,2,Prepress Technicians and Workers,1330,10.4,20.2,42020,9.92,18.85,32.72,20630,39200,68050
A34,2,Printing Press Operators,4720,6.2,21.2,44090,9.52,20.32,34.46,19790,42270,71680
A34,2,Print Binding and Finishing Workers,1510,15.3,14.66,30490,9.14,13.06,23.37,19010,27170,48610
A34,2,Laundry and Dry-Cleaning Workers,6590,7.4,11.86,24660,8.72,10.7,17.39,18130,22250,36180
A34,2,"Pressers, Textile, Garment, and Related Materials",1630,15.7,10.94,22750,8.71,10.22,14.69,18110,21250,30560
A34,2,Sewing Machine Operators,3360,8.8,12.05,25060,8.83,11.3,16.61,18360,23510,34550
A34,2,Shoe and Leather Workers and Repairers,**,**,14.54,30250,8.95,12.88,26.18,18620,26800,54450
A34,2,"Sewers, Hand",160,34.3,14.17,29470,8.88,13.19,21.91,18470,27440,45580
A34,2,"Tailors, Dressmakers, and Custom Sewers",370,28,15.85,32980,10.46,15.56,21.72,21760,32360,45180
A34,2,Textile Bleaching and Dyeing Machine Operators and Tenders,80,34.7,14.42,29990,9.67,13.8,20.56,20120,28700,42770
A34,2,"Textile Cutting Machine Setters, Operators, and Tenders",350,18.4,13.8,28710,8.82,12.11,20.96,18350,25180,43590
A34,2,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",310,36.1,12.36,25710,9.01,11.43,16.37,18750,23780,34050
A34,2,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",100,28.7,14.45,30050,10.73,14.25,18.39,22310,29630,38250
A34,2,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",30,33.1,11.77,24480,9.76,11.2,14.61,20300,23290,30390
A34,2,Fabric and Apparel Patternmakers,70,26.4,27.19,56560,12.71,26.15,44.73,26440,54380,93050
A34,2,Upholsterers,470,28.1,19.96,41520,11.63,18.75,32.33,24190,39010,67250
A34,2,"Textile, Apparel, and Furnishings Workers, All Other",870,36.4,11.87,24680,8.76,10.65,17.55,18220,22150,36500
A34,2,Cabinetmakers and Bench Carpenters,2090,11.4,21.33,44370,12.9,21.15,29.87,26830,44000,62120
A34,2,Furniture Finishers,320,20.4,18.81,39120,11.9,18.32,27.56,24750,38110,57310
A34,2,"Sawing Machine Setters, Operators, and Tenders, Wood",250,24.9,17.19,35750,9.8,16.36,27.39,20380,34030,56960
A34,2,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",240,24.7,16.5,34310,10.22,15.44,23.95,21260,32110,49820
A34,2,"Woodworkers, All Other",180,31.8,16.69,34710,10.3,13.83,28.4,21410,28770,59070
A34,2,Nuclear Power Reactor Operators,600,12.9,41.52,86350,32.32,43.22,49.39,67230,89890,102730
A34,2,Power Distributors and Dispatchers,290,15.8,43.02,89470,33.49,43.79,52.99,69650,91090,110220
A34,2,Power Plant Operators,630,13.4,38.45,79980,27.33,39.9,48.45,56850,83000,100780
A34,2,Stationary Engineers and Boiler Operators,1730,17.2,26.04,54160,15.54,26.61,35.85,32320,55350,74560
A34,2,Water and Wastewater Treatment Plant and System Operators,2680,9.7,27.44,57070,18.14,27.31,37.42,37720,56810,77840
A34,2,Chemical Plant and System Operators,370,30.2,26.39,54890,16.94,24.44,39.65,35240,50830,82460
A34,2,Gas Plant Operators,180,29.5,34.03,70790,23.77,34.04,45.95,49440,70810,95570
A34,2,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",360,28.1,28.86,60040,24.85,28.46,35.34,51680,59190,73500
A34,2,"Plant and System Operators, All Other",210,25.2,30.33,63090,20.97,31.29,38.57,43620,65080,80230
A34,2,Chemical Equipment Operators and Tenders,3270,7.9,23.64,49180,14.01,22.17,37.92,29130,46120,78880
A34,2,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",880,16.7,20.45,42530,12.02,17.9,32.1,24990,37230,66770
A34,2,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",1030,20,15.27,31750,8.97,14.2,23.18,18650,29540,48210
A34,2,"Grinding and Polishing Workers, Hand",790,11.4,15.89,33040,10.29,15.43,22.87,21400,32090,47570
A34,2,"Mixing and Blending Machine Setters, Operators, and Tenders",5080,6.4,20.19,41990,11.02,18.06,29.42,22920,37560,61200
A34,2,"Cutters and Trimmers, Hand",440,19.2,15.01,31230,9.62,13.02,24.14,20010,27080,50210
A34,2,"Cutting and Slicing Machine Setters, Operators, and Tenders",1900,13,16.24,33770,10.34,15.91,23.11,21500,33090,48060
A34,2,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",3600,10.7,17.19,35760,10.13,15.9,27.13,21070,33070,56430
A34,2,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",320,22.7,17.77,36970,10.55,16.91,27.66,21940,35160,57530
A34,2,"Inspectors, Testers, Sorters, Samplers, and Weighers",9970,6,18.27,38000,10.01,17.29,28.14,20810,35970,58530
A34,2,Jewelers and Precious Stone and Metal Workers,800,38,23.11,48060,12.86,24.05,31.28,26760,50020,65070
A34,2,Dental Laboratory Technicians,730,13.8,19.25,40040,10.81,18,29.16,22470,37430,60650
A34,2,Medical Appliance Technicians,940,33.6,20.36,42340,12.78,18.22,32.84,26570,37890,68300
A34,2,Ophthalmic Laboratory Technicians,440,10.8,13.55,28180,9.69,12.45,18.53,20160,25900,38550
A34,2,Packaging and Filling Machine Operators and Tenders,14300,6.3,13.72,28540,8.86,12.25,21.52,18430,25470,44760
A34,2,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",1720,10.6,16.96,35270,10.28,16.57,24.51,21380,34470,50980
A34,2,"Painters, Transportation Equipment",930,15.1,21.54,44800,15.15,21.63,29.27,31520,45000,60870
A34,2,"Painting, Coating, and Decorating Workers",620,31.6,13.4,27860,9.17,12.61,18.75,19070,26230,39000
A34,2,Semiconductor Processors,250,22.9,21.68,45090,14.21,19.71,33.54,29570,41000,69750
A34,2,Photographic Process Workers and Processing Machine Operators,690,15.7,14.1,29320,9.09,11.53,22.15,18900,23980,46070
A34,2,Adhesive Bonding Machine Operators and Tenders,260,22.4,16.72,34770,9.78,15.53,27.29,20350,32300,56760
A34,2,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",460,12.4,16.38,34070,9.03,15.42,25.96,18780,32080,54000
A34,2,Cooling and Freezing Equipment Operators and Tenders,150,17.8,13.9,28920,8.85,11.3,26.42,18420,23490,54950
A34,2,Etchers and Engravers,260,23.9,17.82,37080,12.26,17.55,23.77,25510,36500,49450
A34,2,"Molders, Shapers, and Casters, Except Metal and Plastic",1020,21.5,17.51,36420,11.76,16.5,25.1,24470,34310,52200
A34,2,"Paper Goods Machine Setters, Operators, and Tenders",3050,7.9,16.31,33920,11.28,15.21,23.05,23470,31640,47940
A34,2,Helpers--Production Workers,8610,16.3,12.86,26760,8.83,11.53,18.76,18360,23980,39020
A34,2,"Production Workers, All Other",5660,7.3,13.86,28840,8.79,11.59,22.25,18280,24120,46280
A34,2,Transportation and Material Moving Occupations,313800,2.2,16.67,34680,8.94,14.25,28.23,18590,29650,58720
A34,2,Aircraft Cargo Handling Supervisors,80,13.9,22.52,46840,15.81,21.2,31.35,32890,44100,65210
A34,2,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",7100,4.1,25.65,53350,15.03,24.78,37.83,31270,51540,78690
A34,2,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,7240,4.5,28.1,58460,15.47,27.83,40.89,32180,57890,85060
A34,2,"Airline Pilots, Copilots, and Flight Engineers",**,**,*,120630,*,*,*,80320,118690,171010
A34,2,Commercial Pilots,550,16.5,*,99850,*,*,*,53150,95580,158770
A34,2,Air Traffic Controllers,210,7.2,55.05,114510,36.03,52.42,81.27,74950,109030,169040
A34,2,Airfield Operations Specialists,270,27.4,23.84,49590,14.27,21.59,37.6,29680,44900,78200
A34,2,Flight Attendants,**,**,*,43590,*,*,*,28690,43740,51900
A34,2,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",960,21.9,12.46,25910,9.92,11.8,16.42,20630,24550,34160
A34,2,"Bus Drivers, Transit and Intercity",6120,4.9,22.47,46730,15.2,23.76,29.57,31610,49430,61510
A34,2,"Bus Drivers, School or Special Client",18800,5.6,16.37,34060,10.58,15.88,23.48,22010,33040,48840
A34,2,Driver/Sales Workers,6800,10.1,16.26,33810,8.87,15.46,26.27,18450,32150,54650
A34,2,Heavy and Tractor-Trailer Truck Drivers,40280,4,22.82,47460,14.89,21.97,33.65,30980,45690,69990
A34,2,Light Truck or Delivery Services Drivers,27320,3.9,17.33,36050,9.22,15.3,30.68,19180,31820,63820
A34,2,Taxi Drivers and Chauffeurs,7730,8.2,13.77,28650,8.99,12.72,20.05,18690,26450,41710
A34,2,"Motor Vehicle Operators, All Other",1120,16.8,20.95,43570,11.06,23.07,29.15,23010,47990,60640
A34,2,Locomotive Engineers,820,9.5,31.96,66470,24.41,33.06,38.03,50780,68760,79090
A34,2,"Railroad Brake, Signal, and Switch Operators",120,20.9,27.99,58230,16.91,29.94,37.13,35180,62280,77220
A34,2,Subway and Streetcar Operators,**,**,26.93,56010,24.65,27.21,29.78,51260,56600,61950
A34,2,"Rail Transportation Workers, All Other",130,30.7,25.69,53440,17.4,26.37,31.11,36190,54850,64700
A34,2,Sailors and Marine Oilers,500,23.6,20.04,41690,10.47,17.45,34.94,21780,36300,72670
A34,2,"Captains, Mates, and Pilots of Water Vessels",520,19.3,28.85,60020,14.08,28.68,44.2,29290,59660,91930
A34,2,Motorboat Operators,120,49.9,14.52,30210,8.85,13.08,23.61,18410,27210,49120
A34,2,Ship Engineers,40,26.8,34.64,72050,20.14,35.21,47.24,41900,73230,98260
A34,2,Bridge and Lock Tenders,230,21.6,24.2,50340,15.77,25.58,31.03,32800,53210,64540
A34,2,Parking Lot Attendants,4700,7.3,11,22870,8.71,10.17,14.75,18110,21150,30680
A34,2,Automotive and Watercraft Service Attendants,10300,5.7,9.86,20510,8.61,9.33,11.73,17900,19410,24390
A34,2,Traffic Technicians,110,20.3,24.56,51070,15.06,23.4,36.84,31320,48670,76620
A34,2,Transportation Inspectors,560,7.7,35.05,72900,21.06,34.6,49.09,43810,71970,102120
A34,2,"Transportation Attendants, Except Flight Attendants",630,29.5,12.51,26010,8.99,11.52,17.73,18710,23950,36870
A34,2,"Transportation Workers, All Other",**,**,19.28,40110,11.95,20.54,23.46,24850,42730,48800
A34,2,Conveyor Operators and Tenders,500,17.2,16.89,35120,10.78,15.21,26.57,22420,31650,55270
A34,2,Crane and Tower Operators,710,9.8,33.09,68820,18.82,32.93,49.17,39130,68490,102260
A34,2,Dredge Operators,170,42.5,25.13,52270,11.1,23.98,41.36,23080,49870,86030
A34,2,Excavating and Loading Machine and Dragline Operators,900,12.6,25.39,52810,15.74,24.71,37.61,32730,51390,78220
A34,2,Industrial Truck and Tractor Operators,15490,6,17.08,35520,10.65,16.28,24.33,22150,33850,50610
A34,2,Cleaners of Vehicles and Equipment,8280,6.5,11.8,24550,8.65,9.83,17.83,17990,20450,37080
A34,2,"Laborers and Freight, Stock, and Material Movers, Hand",92010,3.6,13.41,27880,8.84,11.8,20.83,18390,24530,43330
A34,2,Machine Feeders and Offbearers,4590,29.7,12.13,25230,8.68,10.22,19.36,18050,21270,40270
A34,2,"Packers and Packagers, Hand",32170,5.7,10.72,22290,8.62,9.44,14.62,17920,19630,30400
A34,2,Gas Compressor and Gas Pumping Station Operators,60,41,26.29,54680,20.06,24,39.98,41720,49920,83150
A34,2,"Pump Operators, Except Wellhead Pumpers",340,18.9,21.51,44740,13.2,20.56,32.13,27450,42760,66840
A34,2,Refuse and Recyclable Material Collectors,2920,12.7,19,39520,9.59,18.65,28.98,19950,38780,60270
A34,2,"Tank Car, Truck, and Ship Loaders",410,32,26.47,55050,12.67,23.72,38.72,26360,49340,80540
A34,2,"Material Moving Workers, All Other",1450,15.3,17.15,35670,8.76,13.47,29.61,18220,28010,61600
A35,2,All Occupations,798150,1.1,20.76,43170,8.62,15.54,38.89,17930,32320,80900
A35,2,Management Occupations,39810,1.4,44.45,92450,18.95,38.75,77.69,39420,80600,161600
A35,2,Chief Executives,60,24.5,*,*,*,*,*,*,*,*
A35,2,General and Operations Managers,16030,2.2,46.9,97560,18.25,38.22,89.14,37970,79500,185410
A35,2,Legislators,470,5.8,*,21150,*,*,*,16570,18680,28770
A35,2,Advertising and Promotions Managers,110,33.9,30.35,63130,17.96,28.48,44.5,37350,59240,92570
A35,2,Marketing Managers,350,9.4,40.13,83460,21.25,36.1,67.64,44190,75100,140690
A35,2,Sales Managers,1350,7.9,46.82,97390,22.71,39.63,78.41,47230,82420,163100
A35,2,Public Relations and Fundraising Managers,160,12.2,44.36,92260,20.94,42.86,71.69,43560,89150,149110
A35,2,Administrative Services Managers,1910,4.9,37.38,77750,17.69,34.57,58.63,36790,71900,121950
A35,2,Computer and Information Systems Managers,1100,7.6,50.88,105840,31.66,46.54,76.17,65860,96810,158440
A35,2,Financial Managers,2210,4.3,46.61,96960,25.16,42.35,74.88,52340,88100,155760
A35,2,Industrial Production Managers,500,11.1,49.38,102710,25.6,46.38,77.33,53250,96480,160840
A35,2,Purchasing Managers,250,6.3,41.06,85410,21.05,40.73,60.51,43790,84710,125870
A35,2,"Transportation, Storage, and Distribution Managers",400,4.4,39.92,83030,23.27,38.11,61.07,48400,79270,127030
A35,2,Compensation and Benefits Managers,60,9.8,41.92,87200,22.11,38.49,69.77,45980,80070,145130
A35,2,Human Resources Managers,510,4.4,42.97,89380,24.82,40.09,67.06,51630,83390,139480
A35,2,Training and Development Managers,120,8.5,40.92,85110,22.98,36.59,63.96,47800,76110,133030
A35,2,"Farmers, Ranchers, and Other Agricultural Managers",40,22.7,21.63,44990,13.09,21.72,28.9,27230,45190,60120
A35,2,Construction Managers,1640,10.3,41.81,86970,20.84,38.94,68.57,43340,80990,142620
A35,2,"Education Administrators, Preschool and Childcare Center/Program",280,11.8,23.6,49100,13.53,19.75,38.21,28140,41080,79470
A35,2,"Education Administrators, Elementary and Secondary School",1650,4.4,*,80250,*,*,*,61350,79450,101190
A35,2,"Education Administrators, Postsecondary",700,3.9,42.38,88150,24.45,38.89,65.9,50860,80890,137080
A35,2,"Education Administrators, All Other",310,7.8,34.82,72430,25.36,33.5,40.43,52750,69680,84090
A35,2,Architectural and Engineering Managers,1910,3,67.77,140960,38.65,69.57,90,80390,144710,90
A35,2,Food Service Managers,570,12.3,22.44,46680,14.58,19.5,36.65,30330,40560,76240
A35,2,Funeral Service Managers,**,**,27.28,56740,19.14,27.74,35.53,39810,57710,73910
A35,2,Gaming Managers,70,6.2,32.09,66740,19.75,29.24,47.12,41070,60820,98000
A35,2,Lodging Managers,170,27.5,21.5,44720,11.07,21.04,35.75,23030,43770,74350
A35,2,Medical and Health Services Managers,2170,9.9,47.14,98060,24.04,42.22,76.54,50010,87810,159200
A35,2,Natural Sciences Managers,570,2.1,50.29,104610,30.3,46.9,74.92,63020,97550,155830
A35,2,Postmasters and Mail Superintendents,150,0,30.02,62440,19.01,30.22,38.65,39550,62850,80390
A35,2,"Property, Real Estate, and Community Association Managers",540,15,23.38,48640,11.92,19.27,46.88,24790,40070,97510
A35,2,Social and Community Service Managers,960,6,29.8,61980,18.49,30.57,41.08,38450,63580,85440
A35,2,Emergency Management Directors,80,1.9,41.79,86920,20.76,34.57,74.29,43180,71910,154530
A35,2,"Managers, All Other",2320,3.2,42.64,88690,21.06,42.57,64.8,43800,88550,134780
A35,2,Business and Financial Operations Occupations,34700,1.8,29.95,62300,15.52,26.89,47.08,32280,55930,97930
A35,2,"Agents and Business Managers of Artists, Performers, and Athletes",**,**,33.85,70400,13.74,32.52,75.4,28570,67640,156830
A35,2,"Buyers and Purchasing Agents, Farm Products",70,28.5,20.59,42830,12.73,19.62,30.92,26470,40820,64320
A35,2,"Wholesale and Retail Buyers, Except Farm Products",270,21.1,24.87,51730,12.77,20.3,44.29,26570,42230,92120
A35,2,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1600,3.3,29.42,61200,16.3,26.91,46.14,33900,55970,95970
A35,2,"Claims Adjusters, Examiners, and Investigators",1070,9.3,27.69,57600,15.27,28.12,39.38,31760,58490,81900
A35,2,"Insurance Appraisers, Auto Damage",**,**,23.84,49590,16.2,22.56,34.82,33710,46930,72430
A35,2,Compliance Officers,1510,2.3,30.54,63510,16.05,28.16,48.11,33390,58570,100080
A35,2,Cost Estimators,1000,9.2,27.01,56180,15.21,24.49,41.69,31640,50950,86720
A35,2,Human Resources Specialists,2540,4.1,27.56,57330,15.12,25.96,43.87,31460,54000,91260
A35,2,Labor Relations Specialists,270,14.5,22.47,46740,8.09,22.89,42.6,16820,47600,88600
A35,2,Logisticians,530,13.1,34.51,71790,23.28,33.29,49.41,48410,69230,102770
A35,2,Management Analysts,2330,4.5,34.89,72570,19.03,30.39,55.3,39570,63220,115030
A35,2,"Meeting, Convention, and Event Planners",420,8,21.43,44570,13.47,21.33,28.85,28010,44370,60000
A35,2,Fundraisers,360,13.4,24.09,50100,9.08,23.31,37.22,18890,48490,77410
A35,2,"Compensation, Benefits, and Job Analysis Specialists",270,18.1,27.14,56460,15.59,25.1,43.59,32430,52210,90670
A35,2,Training and Development Specialists,1530,3.5,27.81,57840,15.62,25,45.32,32480,52010,94270
A35,2,Market Research Analysts and Marketing Specialists,1060,7.3,25.55,53140,13.91,22.55,43.59,28930,46910,90660
A35,2,"Business Operations Specialists, All Other",7240,3.6,31.96,66480,16.04,29.91,49.5,33370,62210,102960
A35,2,Accountants and Auditors,6360,3.3,30.93,64340,18.37,27.47,46.81,38200,57130,97370
A35,2,Appraisers and Assessors of Real Estate,570,13.7,22.55,46910,12.23,20.22,37.87,25430,42070,78760
A35,2,Budget Analysts,580,1.8,33.8,70290,22.35,32.33,47.06,46490,67240,97880
A35,2,Credit Analysts,140,23.9,30.36,63150,13.01,27.77,46.77,27070,57750,97290
A35,2,Financial Analysts,600,11.8,36.84,76620,21.42,34.44,54.3,44560,71640,112940
A35,2,Personal Financial Advisors,430,21.4,64.55,134270,19.15,45.74,90,39840,95140,90
A35,2,Insurance Underwriters,100,29.3,30.15,62710,14.16,29.37,45.1,29440,61080,93820
A35,2,Financial Examiners,90,8,33.09,68830,18.56,27.13,55.29,38610,56430,115000
A35,2,Credit Counselors,150,11.6,20.32,42270,15.35,18.66,26.09,31920,38810,54270
A35,2,Loan Officers,1480,14.8,26.03,54140,13.41,22.34,44.39,27900,46480,92330
A35,2,"Tax Examiners and Collectors, and Revenue Agents",290,1.5,21.09,43880,14.18,17.78,34.88,29500,36990,72550
A35,2,Tax Preparers,300,27.2,17.41,36220,9.11,16.05,28.25,18950,33390,58770
A35,2,"Financial Specialists, All Other",1040,5.4,24.96,51910,14.1,21.51,39.38,29340,44750,81910
A35,2,Computer and Mathematical Occupations,14760,3.3,36.08,75040,17.38,33.95,58.56,36150,70610,121810
A35,2,Computer and Information Research Scientists,480,12.6,43.43,90320,22.34,39.75,74.46,46460,82670,154880
A35,2,Computer Systems Analysts,1260,9.5,34.76,72310,18.98,34.16,50.8,39470,71040,105670
A35,2,Information Security Analysts,500,12.2,47.99,99810,28.91,49.5,65.98,60120,102950,137230
A35,2,Computer Programmers,1200,7.3,48.65,101190,27.45,49.62,70.38,57090,103200,146390
A35,2,"Software Developers, Applications",1440,8.2,38.91,80920,22.15,37.3,59.65,46070,77590,124080
A35,2,"Software Developers, Systems Software",1620,10.8,47.59,98980,29.04,45.48,72.34,60390,94590,150470
A35,2,Web Developers,330,8.3,26.42,54960,13.45,25.65,41.24,27970,53360,85770
A35,2,Database Administrators,430,5.8,34.83,72440,19.68,33.47,52.86,40930,69620,109950
A35,2,Network and Computer Systems Administrators,1710,9.8,34.98,72750,21.01,34.05,51.58,43700,70820,107280
A35,2,Computer Network Architects,340,7.9,48.41,100700,33.21,48.79,66.72,69070,101480,138780
A35,2,Computer User Support Specialists,2800,4,21.39,44490,12.81,20.78,31.25,26640,43220,65010
A35,2,Computer Network Support Specialists,1090,3.1,27.18,56530,16.06,26.53,39.33,33400,55180,81810
A35,2,"Computer Occupations, All Other",1060,5.4,39.76,82700,22.61,37.83,56.86,47020,78690,118260
A35,2,Mathematicians,50,7.5,56.17,116830,38.27,52.17,80.28,79600,108510,166990
A35,2,Operations Research Analysts,350,10,41.22,85750,23.27,41.1,61.65,48410,85480,128220
A35,2,Statisticians,90,17.4,32.42,67430,14.49,31.06,53.75,30140,64600,111800
A35,2,Architecture and Engineering Occupations,21280,7.2,41.22,85730,19.53,38.51,67.7,40610,80100,140830
A35,2,"Architects, Except Landscape and Naval",580,14.9,34.14,71010,16,29.29,60.28,33270,60910,125390
A35,2,Cartographers and Photogrammetrists,70,8.8,29.67,61700,16.29,26.48,48.92,33880,55070,101750
A35,2,Surveyors,350,11.4,29.86,62110,18.14,28.61,44.57,37730,59510,92710
A35,2,Aerospace Engineers,580,16.7,50.01,104020,32.69,48.49,72.52,68000,100850,150830
A35,2,Biomedical Engineers,130,27.7,49.09,102110,37.89,48.06,66.64,78810,99960,138620
A35,2,Chemical Engineers,80,7,55.4,115230,37.8,55.85,74.87,78620,116160,155730
A35,2,Civil Engineers,1300,9.6,43.07,89590,25.09,39.39,68.32,52180,81940,142110
A35,2,Computer Hardware Engineers,370,14.5,45.18,93970,22.17,46.23,64.43,46110,96150,134010
A35,2,Electrical Engineers,2050,30.6,45.11,93840,21.43,43.98,73.02,44570,91480,151880
A35,2,"Electronics Engineers, Except Computer",1340,8.8,48.7,101300,31.58,47.79,70.76,65690,99400,147180
A35,2,Environmental Engineers,610,8.6,51.79,107730,27.17,50.41,75.72,56520,104860,157500
A35,2,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",240,15.3,35.15,73100,20.49,33.26,52.29,42630,69190,108770
A35,2,Industrial Engineers,1070,45.9,44.5,92550,34.21,43.79,57.38,71160,91080,119350
A35,2,Materials Engineers,340,13.7,51.08,106250,30.25,51.44,73.77,62930,107000,153450
A35,2,Mechanical Engineers,1020,3.6,50.23,104470,35.91,49.05,69.66,74700,102020,144890
A35,2,"Mining and Geological Engineers, Including Mining Safety Engineers",130,5.3,38.98,81070,27.5,35.56,59.14,57200,73970,123010
A35,2,Nuclear Engineers,450,15.8,80.46,167350,49.74,76.62,90,103460,159380,90
A35,2,Petroleum Engineers,400,30.4,52.31,108800,30.49,39.34,90,63420,81830,90
A35,2,"Engineers, All Other",3410,3.2,50.75,105560,27.78,51.46,72.52,57790,107030,150840
A35,2,Architectural and Civil Drafters,650,11.6,24.82,51620,15.74,22.47,38.93,32740,46730,80980
A35,2,Electrical and Electronics Drafters,130,20.4,24.46,50880,15.46,22.68,38.65,32170,47170,80390
A35,2,Mechanical Drafters,210,6.2,29.41,61170,17.61,28.78,43.11,36620,59860,89670
A35,2,"Drafters, All Other",50,28.6,22.6,47010,13.64,20.92,34.7,28370,43520,72180
A35,2,Aerospace Engineering and Operations Technicians,150,17.9,30.18,62780,20.37,29.78,39.55,42370,61950,82260
A35,2,Civil Engineering Technicians,570,7.5,19.94,41470,14.48,19.18,27.93,30130,39880,58090
A35,2,Electrical and Electronics Engineering Technicians,1650,11.6,30.61,63660,19.38,31.56,42.19,40300,65640,87750
A35,2,Electro-Mechanical Technicians,190,12.9,33.74,70190,24.52,34.13,44,51000,70980,91530
A35,2,Environmental Engineering Technicians,240,11.8,27.68,57580,15.41,26.12,44.49,32040,54330,92540
A35,2,Industrial Engineering Technicians,**,**,27.32,56830,16.02,27.04,38.99,33330,56240,81110
A35,2,Mechanical Engineering Technicians,200,37.2,31.66,65860,22.21,32.9,38.68,46200,68430,80450
A35,2,"Engineering Technicians, Except Drafters, All Other",1740,3.6,27.95,58150,16.12,29.37,39.9,33530,61090,82990
A35,2,Surveying and Mapping Technicians,640,7.6,20.15,41910,12.72,19.76,28.51,26460,41110,59290
A35,2,"Life, Physical, and Social Science Occupations",11300,1.9,37.48,77970,15.35,32.58,68.97,31940,67770,143460
A35,2,Food Scientists and Technologists,100,4.7,29.48,61320,14.13,32.57,37.81,29380,67730,78640
A35,2,Soil and Plant Scientists,50,16.3,28.15,58550,15.27,28.15,41.32,31760,58560,85940
A35,2,Microbiologists,50,1.7,29.88,62150,18.89,23.91,52.33,39290,49740,108850
A35,2,Zoologists and Wildlife Biologists,140,0,28.51,59290,20.11,28.16,36.61,41830,58570,76140
A35,2,"Biological Scientists, All Other",490,6.3,31.83,66200,15.62,30.97,43.94,32490,64430,91390
A35,2,Conservation Scientists,220,5.8,32.42,67430,19.03,30.98,46.82,39570,64440,97380
A35,2,Foresters,120,28.5,23.66,49220,16.12,19.33,34.73,33530,40200,72240
A35,2,"Medical Scientists, Except Epidemiologists",310,10.1,38.71,80510,20.4,31.81,71.73,42430,66160,149190
A35,2,Astronomers,60,46.6,53.93,112180,30.9,56.54,69.08,64280,117610,143690
A35,2,Physicists,980,1.4,63.04,131110,49.71,64.9,73.54,103400,134990,152960
A35,2,Atmospheric and Space Scientists,130,21.2,47.73,99270,30.04,45.58,70.66,62470,94810,146970
A35,2,Chemists,270,9.4,39.63,82430,18.88,34.9,68.56,39280,72580,142610
A35,2,"Environmental Scientists and Specialists, Including Health",970,6.8,34.35,71440,22.16,30.54,55.71,46090,63530,115890
A35,2,"Geoscientists, Except Hydrologists and Geographers",390,17.9,47.91,99640,25.08,39.74,77.73,52160,82670,161670
A35,2,Hydrologists,170,21.8,38.28,79610,24.04,37.01,55.84,50010,76970,116150
A35,2,Economists,70,4.7,29.23,60800,21.78,29.13,36.97,45300,60580,76900
A35,2,"Clinical, Counseling, and School Psychologists",1040,10.4,31,64470,18.11,30.7,45.79,37680,63850,95250
A35,2,"Psychologists, All Other",90,10.3,39.88,82940,20.3,44.14,52.16,42230,91820,108500
A35,2,Urban and Regional Planners,380,4.9,28.09,58430,17.36,26.34,41.92,36100,54790,87180
A35,2,Anthropologists and Archeologists,330,7.2,28.13,58500,16.81,26.31,42.75,34960,54730,88920
A35,2,"Social Scientists and Related Workers, All Other",200,10.3,35.19,73200,23.27,33.79,50.82,48410,70280,105710
A35,2,Agricultural and Food Science Technicians,140,11.2,24.68,51330,13.52,18.82,45.97,28120,39140,95620
A35,2,Biological Technicians,260,11.5,18.95,39420,12.23,18.84,25.15,25440,39180,52310
A35,2,Chemical Technicians,250,34.9,20.9,43470,13.92,18.03,32.87,28960,37510,68370
A35,2,Geological and Petroleum Technicians,210,22.3,*,*,*,*,*,*,*,*
A35,2,"Environmental Science and Protection Technicians, Including Health",150,8.3,21.56,44850,12.51,20.1,35.11,26010,41810,73040
A35,2,Forensic Science Technicians,90,2.6,24.46,50880,14.22,24.57,36.79,29580,51110,76530
A35,2,Forest and Conservation Technicians,980,1.1,17.47,36340,12.23,15.36,24.83,25430,31940,51640
A35,2,"Life, Physical, and Social Science Technicians, All Other",810,2.9,32.06,66680,14.42,33.79,48.88,30000,70280,101660
A35,2,Community and Social Service Occupations,13670,3.8,20.23,42090,10.62,18.55,30.98,22090,38590,64440
A35,2,Substance Abuse and Behavioral Disorder Counselors,520,14.5,25.26,52540,13.74,20.54,47.2,28580,42710,98170
A35,2,"Educational, Guidance, School, and Vocational Counselors",1590,3.9,24.87,51730,10.93,24.07,42.73,22740,50070,88870
A35,2,Marriage and Family Therapists,60,18.5,26.1,54280,17.12,22.72,43.21,35610,47250,89880
A35,2,Mental Health Counselors,1070,6.6,18.95,39410,10.23,16.08,29.89,21270,33440,62180
